"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"3/20/2018","Interest","INTEREST PAYMENT","0.22","credit","Interest Income","Money Market Account","",""
"3/19/2018","Smith's Food","Smiths Food #4334 North Las Veg Nv","6.48","debit","Groceries","Cassie's Reward Card","",""
"3/19/2018","Smiths","Smiths #4318 Las Vegas Nv","14.08","debit","Gas & Fuel","Cassie's Reward Card","",""
"3/16/2018","Spf Simplyfunllc Wa","Spf*simplyfunllc 877-557-7767 Wa","37.89","debit","Gift","Cassie's Reward Card","",""
"3/15/2018","Smiths Fuel N","Smiths-fuel #9334 N Las Vegas Nv","35.47","debit","Gas & Fuel","Cassie's Reward Card","",""
"3/15/2018","Me Gusta Tacos","Me Gusta Tacos Henderson Nv","15.16","debit","Restaurants","Cassie's Reward Card","",""
"3/14/2018","Check 248","CHECK 248","10.00","debit","Check","Student Checking","",""
"3/14/2018","Transfer from Joint Checking","Mobile Payment Thank You","1000.00","credit","Credit Card Payment","Cassie's Reward Card","",""
"3/14/2018","Home","At Home Store 165 Henderson Nv","5.40","debit","Furnishings","Cassie's Reward Card","",""
"3/14/2018","Reversal Late Fee","Reversal Of Late Payment Fee","27.00","credit","Credit Card Payment","Cassie's Reward Card","",""
"3/14/2018","Transfer from Joint Checking","Mobile Payment Thank You","845.13","credit","Credit Card Payment","Cassie's Reward Card","",""
"3/13/2018","Interest Charge Purchases","Interest Charge On Purchases","19.70","debit","Finance Charge","Cassie's Reward Card","",""
"3/13/2018","Smith's Food","Smiths Food #4345 Las Vegas Nv","302.24","debit","Groceries","Cassie's Reward Card","",""
"3/12/2018","HP Instant Ink","HP *INSTANT INK","5.40","debit","Printing","CREDIT CARD","",""
"3/09/2018","Check 249","CHECK 249","10.00","debit","Check","Student Checking","",""
"3/09/2018","Late Payment Fee","Late Fee - Payment Due On 03/09","27.00","debit","Late Fee","Cassie's Reward Card","",""
"3/09/2018","Wal-Mart","Wal-mart #3351 Las Vegas Nv","28.90","credit","Shopping","Cassie's Reward Card","",""
"3/09/2018","Nv Sees Candy","0331/1nv001 Sees Candy Henderson Nv","2.67","debit","Fast Food","Cassie's Reward Card","",""
"3/08/2018","Bath & Body Works","Bath & Body Works 3119 Henderson Nv","11.37","debit","Spa & Massage","Cassie's Reward Card","",""
"3/07/2018","Wendy's","WENDY S 7845","14.45","debit","Fast Food","CREDIT CARD","",""
"3/07/2018","Wal-Mart","Wm Supercenter #3351 Las Vegas Nv","26.74","debit","Shopping","Cassie's Reward Card","",""
"3/06/2018","Cents Only","99-CENTS-ONLY #147","33.28","debit","Groceries","CREDIT CARD","",""
"3/06/2018","Chevron","CHEVRON 0208552","51.94","debit","Gas & Fuel","CREDIT CARD","",""
"3/06/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","78.69","debit","Clothing","Cassie's Reward Card","",""
"3/05/2018","Sarah Jensen Jam","Sq *sarah Jensen's Jam Gosq.com Ut","42.70","debit","Groceries","Cassie's Reward Card","",""
"3/05/2018","Emily Clausen Lips","Sq *emily Clausen-lips Gosq.com Ut","25.00","debit","Hair","Cassie's Reward Card","",""
"3/05/2018","Mama Marias Mexican Food LLC","Mama Marias Mexican Re Las Vegas Nv","18.76","debit","Restaurants","Cassie's Reward Card","",""
"3/05/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","112.85","debit","Clothing","Cassie's Reward Card","",""
"3/05/2018","Cnlv Utilities Dept","Cnlv Utilities Dept Iv 702-633-1484 Nv","36.89","debit","Utilities","Cassie's Reward Card","",""
"3/02/2018","Smith's Food","Smiths Food #4334 North Las Veg Nv","7.35","debit","Groceries","Cassie's Reward Card","",""
"3/01/2018","Aliante","Regal Aliante Stadium N Las Vegas Nv","6.48","debit","Mortgage & Rent","Cassie's Reward Card","",""
"2/28/2018","Amazon","Amazon Mktplace Pmts Amzn.com/bill Wa","13.05","debit","Shopping","Cassie's Reward Card","",""
"2/27/2018","Weight Watchers","Weightwatchers Mp Fr 800-651-6000 Ny","51.00","debit","Groceries","Cassie's Reward Card","",""
"2/26/2018","Albertsons","Albertsons 4005 North Las Veg Nv","64.50","debit","Groceries","Cassie's Reward Card","",""
"2/26/2018","Amazon","Amazon Mktplace Pmts Amzn.com/bill Wa","7.89","debit","Shopping","Cassie's Reward Card","",""
"2/26/2018","Albertsons","Albertsons 4091 Las Vegas Nv","30.32","debit","Groceries","Cassie's Reward Card","",""
"2/26/2018","Las Vegas Dm","Las Vegas Di Las Vegas Nv","32.50","debit","Business Services","Cassie's Reward Card","",""
"2/23/2018","Wal-Mart","Wm Supercenter #3351 Las Vegas Nv","43.54","debit","Shopping","Cassie's Reward Card","",""
"2/23/2018","Target","Target 00025692 Las Vegas Nv","23.64","debit","Shopping","Cassie's Reward Card","",""
"2/22/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","118.68","debit","Clothing","Cassie's Reward Card","",""
"2/21/2018","Interest","INTEREST PAYMENT","0.27","credit","Interest Income","Money Market Account","",""
"2/21/2018","Country Inns & Suites","Country Inn & Suites A Anaheim Ca","59.76","debit","Hotel","Cassie's Reward Card","",""
"2/21/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","85.01","debit","Clothing","Cassie's Reward Card","",""
"2/21/2018","Netflix","Netflix.com Netflix.com Ca","7.99","debit","Movies & DVDs","Cassie's Reward Card","",""
"2/20/2018","Chevron","Chevron 0302222 Anaheim Ca","43.69","debit","Gas & Fuel","Cassie's Reward Card","",""
"2/20/2018","Wal-Mart","Walmart.com 8009666546 800-966-6546 Ar","83.99","debit","Shopping","Cassie's Reward Card","",""
"2/20/2018","Smith's Food","Smiths Food #4345 Las Vegas Nv","57.56","debit","Groceries","Cassie's Reward Card","",""
"2/16/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","103.49","debit","Misc Expenses","Cassie's Reward Card","",""
"2/15/2018","Aliante","Regal Aliante Stadium N Las Vegas Nv","6.48","debit","Mortgage & Rent","Cassie's Reward Card","",""
"2/15/2018","Aliante","Regal Aliante Stadium N Las Vegas Nv","13.60","debit","Mortgage & Rent","Cassie's Reward Card","",""
"2/15/2018","Smith's Food","Smiths Food #4334 North Las Veg Nv","17.83","debit","Groceries","Cassie's Reward Card","",""
"2/14/2018","Disney","Dis*disney Movie Club 800-362-4587 Ca","26.48","debit","Travel","Cassie's Reward Card","",""
"2/13/2018","JCPenney","Jcpenney.com Jcpenney.com Nv","136.45","debit","Clothing","Cassie's Reward Card","",""
"2/12/2018","Cafe Rio","Cafe Rio Blue Diamond Las Vegas Nv","14.05","debit","Food & Dining","Cassie's Reward Card","",""
"2/12/2018","Smith's Food","Smiths Food #4345 Las Vegas Nv","106.37","debit","Groceries","Cassie's Reward Card","",""
"2/12/2018","Square P Ppdl","Square Inc      9424300002180212Square Inc      9424300002180212P2  PPDL*******60837Cassandra H Burton    REF # 018043008129996","57.23","credit","Income","Student Checking","",""
"2/09/2018","Valuemailer Ca","Paypal *valuemailer 402-935-7733 Ca","34.90","debit","Office Supplies","Cassie's Reward Card","",""
"2/09/2018","JCPenney","Jcpenney.com Jcpenney.com Nv","11.35","debit","Clothing","Cassie's Reward Card","",""
"2/07/2018","Shell","Shell Oil 57443220702 North Las Veg Nv","10.00","debit","Gas & Fuel","Cassie's Reward Card","",""
"2/07/2018","JCPenney","Jcpenney.com Jcpenney.com Nv","54.48","debit","Clothing","Cassie's Reward Card","",""
"2/07/2018","Transfer from Joint Checking","Internet Payment Thank You","717.74","credit","Misc Expenses","Cassie's Reward Card","",""
"2/07/2018","Children's Place","Thechildrensplace.com 201-558-2683 Nj","60.42","debit","Kids","Cassie's Reward Card","",""
"2/07/2018","PDQ","Pdq Craig Crossing North Las Veg Nv","10.06","debit","Gas & Fuel","Cassie's Reward Card","",""
"2/07/2018","Shell","Shell Oil 57443220702 North Las Veg Nv","34.14","debit","Gas & Fuel","Cassie's Reward Card","",""
"2/06/2018","Vioc Hc","Vioc Hc0001 North Las Veg Nv","93.91","debit","Service & Parts","Cassie's Reward Card","",""
"2/06/2018","Dollar Tree","Dollartree North Las Veg Nv","20.40","debit","Shopping","Cassie's Reward Card","",""
"2/05/2018","Exxon","Exxonmobil 97642425 Alhambra Ca","50.18","debit","Gas & Fuel","Cassie's Reward Card","",""
"2/05/2018","Square P Ppdl","Square Inc      9424300002180205Square Inc      9424300002180205P2  PPDL*******06588Cassandra H Burton    REF # 018036003810747","20.71","credit","Income","Student Checking","",""
"2/02/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","27.43","debit","Clothing","Cassie's Reward Card","",""
"2/02/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","80.73","debit","Clothing","Cassie's Reward Card","",""
"2/01/2018","El Pollo Loco","5397 El Pollo Loco Pomona Ca","3.92","debit","Fast Food","Cassie's Reward Card","",""
"2/01/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","31.63","debit","Clothing","Cassie's Reward Card","",""
"2/01/2018","Chevron","Chevron 0309397 Mesquite Nv","47.03","debit","Gas & Fuel","Cassie's Reward Card","",""
"2/01/2018","Edwards La Verne","Edwards La Verne Stdm La Verne Ca","12.15","debit","Movies & DVDs","Cassie's Reward Card","",""
"1/31/2018","Baker Ca","Store-baker-ca Baker Ca","24.99","debit","Restaurants","Cassie's Reward Card","",""
"1/31/2018","Golden Corral","Golden Corral 2673 Pomona Ca","12.01","debit","Restaurants","Cassie's Reward Card","",""
"1/31/2018","Mad Greek Diner","Mad Greek's Diner Baker Ca","11.84","debit","Restaurants","Cassie's Reward Card","",""
"1/30/2018","Weight Watchers","Weightwatchers Mp Fr 800-651-6000 Ny","51.00","debit","Groceries","Cassie's Reward Card","",""
"1/29/2018","Chevron","Chevron 0206809 Saint George Ut","40.06","debit","Gas & Fuel","Cassie's Reward Card","",""
"1/29/2018","Chevron","Chevron 0207161 West Valley Ut","40.53","debit","Gas & Fuel","Cassie's Reward Card","",""
"1/29/2018","Chevron","Chevron 0072828 Cedar City Ut","38.22","debit","Gas & Fuel","Cassie's Reward Card","",""
"1/29/2018","Papa Murphy's","Papa Murphy's Ut039 Magna Ut","30.45","debit","Restaurants","Cassie's Reward Card","",""
"1/29/2018","Bloomington Market","Bloomington Market Saint George Ut","6.95","debit","Groceries","Cassie's Reward Card","",""
"1/29/2018","Emily Clausen Lips","Sq *emily Clausen-lips Gosq.com Ut","42.08","debit","Hair","Cassie's Reward Card","",""
"1/25/2018","McDonald's","Mcdonald's F12966 Henderson Nv","10.49","debit","Fast Food","Cassie's Reward Card","",""
"1/25/2018","DMV","Dmv-14 Las Vegas Nv","42.25","debit","Auto & Transport","Cassie's Reward Card","",""
"1/24/2018","Cassandra Burton Extrl","CASSANDRA BURTON1010000000EXTRLCASSANDRA BURTON1010000000EXTRL XFERWEBOB90841128     CASSANDRA BURTON      REF # 018023006019092","700.00","debit","Transfer","Student Checking","",""
"1/22/2018","Online Xfer Cara","ONLINE XFER TO DDA BURTON CARAONLINE XFER TO DDA BURTON CARA          ID: 000000480","21.22","debit","Transfer","Student Checking","",""
"1/22/2018","Smiths Fuel","Smiths Fuel #9345 North Las Veg Nv","37.08","debit","Gas & Fuel","Cassie's Reward Card","",""
"1/22/2018","Transfer from Joint Checking","Internet Payment Thank You","5191.60","credit","Credit Card Payment","Cassie's Reward Card","",""
"1/22/2018","Netflix","Netflix.com Netflix.com Ca","7.99","debit","Movies & DVDs","Cassie's Reward Card","",""
"1/22/2018","Smith's Food","Smiths Food #4345 Las Vegas Nv","68.73","debit","Groceries","Cassie's Reward Card","",""
"1/19/2018","Interest","INTEREST PAYMENT","0.26","credit","Interest Income","Money Market Account","",""
"1/19/2018","Smiths Fuel","Smiths Fuel # 9348 Henderson Nv","33.17","debit","Gas & Fuel","Cassie's Reward Card","",""
"1/19/2018","Discount Tire","Discount Tire Nvl 23 Henderson Nv","500.02","debit","Service & Parts","Cassie's Reward Card","",""
"1/17/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","129.83","debit","Clothing","Cassie's Reward Card","",""
"1/16/2018","Hayley Ketchum Fl","Hayley Ketchum 850-8901269 Fl","124.50","debit","Restaurants","Cassie's Reward Card","",""
"1/16/2018","Far East Cafe","Far East Cafe San Francisco Ca","170.00","debit","Restaurants","Cassie's Reward Card","",""
"1/16/2018","Buena Vista Retail","Buena Vista Retail 800-9261266 Ca","49.95","debit","Alcohol & Bars","Cassie's Reward Card","",""
"1/16/2018","SpotHero","Spothero 844-324-7768 13125667768 Il","20.00","debit","Parking","Cassie's Reward Card","",""
"1/16/2018","Chevron","Chevron 0371126 Oakland Ca","40.00","debit","Gas & Fuel","Cassie's Reward Card","",""
"1/12/2018","Ptiil Fiorello Ca","Ptiil Fiorello 855-733-5872 Ca","135.93","debit","Gift","Cassie's Reward Card","",""
"1/12/2018","SpotHero","Spothero 844-324-7768 13125667768 Il","15.00","debit","Parking","Cassie's Reward Card","",""
"1/12/2018","Smiths Fuel","Smiths Fuel #9345 North Las Veg Nv","34.65","debit","Gas & Fuel","Cassie's Reward Card","",""
"1/11/2018","Regal Nails","Regal Nails Las Vegas Nv","95.00","debit","Personal Care","Cassie's Reward Card","",""
"1/11/2018","HP Instant Ink","HP *INSTANT INK","5.40","debit","Printing","CREDIT CARD","",""
"1/10/2018","Seagull Book","Seagull Book - 0460 Henderson Nv","72.48","debit","Books","Cassie's Reward Card","",""
"1/08/2018","Smith's Food","Smiths Food #4345 Las Vegas Nv","310.65","debit","Groceries","Cassie's Reward Card","",""
"1/08/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","92.88","debit","Clothing","Cassie's Reward Card","",""
"1/05/2018","Thank You Late","PAYMENT - THANK YOU (LATE POSTING)","155.95","credit","Credit Card Payment","XXXXXXXXXX1116","",""
"1/05/2018","Online Payment","ONLINE PAYMENT THANK YOU","155.95","credit","Credit Card Payment","XXXXXXXXXX1116","",""
"1/05/2018","Interest Charge Prev","*INTEREST CHARGE* PREV CYCLE PURCHASES","3.46","credit","Interest Income","XXXXXXXXXX1116","",""
"1/05/2018","Interest Charge Purchases","INTEREST CHARGE ON PURCHASES","3.46","debit","Finance Charge","XXXXXXXXXX1116","",""
"1/05/2018","Transfer from Joint Checking","ONLINE PYMT-THANK YOU ALPHARETTA GA","155.95","credit","Credit Card Payment","XXXXXXXXXX1116","",""
"1/05/2018","Smiths Fuel","Smiths-fuel #9355 Las Vegas Nv","37.60","debit","Gas & Fuel","Cassie's Reward Card","",""
"1/05/2018","Transfer from Joint Checking","Internet Payment Thank You","1497.62","credit","Credit Card Payment","Cassie's Reward Card","",""
"1/04/2018","Disney","Dis*disney Movie Club 800-362-4587 Ca","16.68","debit","Travel","Cassie's Reward Card","",""
"1/03/2018","Fandango","Fandango.com Fandango.com Ca","1.68","debit","Movies & DVDs","Cassie's Reward Card","",""
"1/03/2018","Subway","Subway 00145870 Las Vegas Nv","10.82","debit","Fast Food","Cassie's Reward Card","",""
"1/03/2018","Transfer from Joint Checking","AUTOMATIC PAYMENT - THANK","5.40","credit","Credit Card Payment","CREDIT CARD","",""
"1/02/2018","Mobile Xfer Steph","MOBILE XFER TO DDA BURTON STEPHMOBILE XFER TO DDA BURTON STEPH         ID: 000007487","25.00","debit","Transfer","Student Checking","",""
"1/02/2018","Weight Watchers","Weightwatchers Mp Fr 800-651-6000 Ny","51.00","debit","Groceries","Cassie's Reward Card","",""
"1/02/2018","Wal-Mart","Wm Supercenter #4339 North Las Veg Nv","9.44","debit","Shopping","Cassie's Reward Card","",""
"1/02/2018","Smith's Food","Smiths Food #4345 Las Vegas Nv","251.65","debit","Groceries","Cassie's Reward Card","",""
"1/02/2018","Sarah Jensen Jam","Sq *sarah Jensen's Jam Gosq.com Ut","34.59","debit","Groceries","Cassie's Reward Card","",""
"1/02/2018","Hotels.com","Hotels.com144201925657 Hotels.com Wa","667.14","debit","Hotel","Cassie's Reward Card","",""
"12/29/2017","Exodus Healthcare Netw","Exodus Healthcare Netw Magna Ut","30.00","debit","Health & Fitness","Cassie's Reward Card","",""
"12/29/2017","Smith's Food","Smiths-food #4065 Magna Ut","15.45","debit","Groceries","Cassie's Reward Card","",""
"12/29/2017","Wal-Mart","Wm Supercenter #3568 West Valley C Ut","13.33","debit","Shopping","Cassie's Reward Card","",""
"12/29/2017","Cinemark","Cinemark Theatres 1120 W Valley Cty Ut","7.20","debit","Movies & DVDs","Cassie's Reward Card","",""
"12/29/2017","Smith's Food","Smiths-food #4065 Magna Ut","11.45","debit","Groceries","Cassie's Reward Card","",""
"12/28/2017","Calendars","Go! Calendars,games,bo West Valley Ut","9.07","debit","Shopping","Cassie's Reward Card","",""
"12/28/2017","Automatic Thank You","AUTOMATIC PAYMENT - THANK YOU","25.00","credit","Credit Card Payment","XXXXXXXXXX1116","",""
"12/27/2017","B Hw X","2449398B95HW7X884 MEGAPLEX AT VA2449398B95HW7X884 MEGAPLEX AT VALLEY FAIR WEST VALLEY C UT","10.41","debit","Fast Food","Student Checking","",""
"12/27/2017","Wal-Mart","Wal-mart #3568 West Valley C Ut","161.47","debit","Shopping","Cassie's Reward Card","",""
"12/26/2017","Smith's Food","Smith's Food #4093 Woods Cross Ut","10.45","debit","Groceries","Cassie's Reward Card","",""
"12/26/2017","CVS","Cvs/pharmacy #10424 West Valley C Ut","5.18","debit","Pharmacy","Cassie's Reward Card","",""
"12/26/2017","Wal-Mart","Wm Supercenter #3568 West Valley C Ut","7.85","debit","Shopping","Cassie's Reward Card","",""
"12/26/2017","Walgreens","Walgreens #5929 West Valley Ut","20.07","debit","Pharmacy","Cassie's Reward Card","",""
"12/26/2017","Smith's Food","Smiths-food #4065 Magna Ut","4.10","debit","Groceries","Cassie's Reward Card","",""
"12/22/2017","John F Kennedy","John F Kennedy Center 202-416-8540 Dc","50.00","debit","Arts","Cassie's Reward Card","",""
"12/22/2017","John F Kennedy","John F Kennedy Center 202-416-8540 Dc","7.00","debit","Arts","Cassie's Reward Card","",""
"12/21/2017","Netflix","Netflix.com Netflix.com Ca","7.99","debit","Movies & DVDs","Cassie's Reward Card","",""
"12/21/2017","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","83.26","debit","Clothing","Cassie's Reward Card","",""
"12/21/2017","Capital Candy Jar","The Capital Candy Jar Www.thecapita Dc","25.50","debit","Fast Food","Cassie's Reward Card","",""
"12/20/2017","Square P Ppdl","Square Inc      9424300002171220Square Inc      9424300002171220P2  PPDL*******51379Cassandra H Burton    REF # 017354006060954","90.29","credit","Income","Student Checking","",""
"12/20/2017","Smiths Fuel","Smiths-fuel #9355 Las Vegas Nv","41.27","debit","Gas & Fuel","Cassie's Reward Card","",""
"12/18/2017","Interest","INTEREST PAYMENT","0.23","credit","Interest Income","Money Market Account","",""
"12/18/2017","Square P Ppdl","Square Inc      9424300002171218Square Inc      9424300002171218P2  PPDL*******53362Cassandra H Burton    REF # 017352004526347","167.16","credit","Income","Student Checking","",""
"12/18/2017","Southwest Airlines","Southwes 5268793459893 800-435-9792 Tx","447.92","debit","Air Travel","Cassie's Reward Card","",""
"12/15/2017","Wal-Mart","Wal-mart #3351 Las Vegas Nv","7.40","credit","Shopping","Cassie's Reward Card","",""
"12/15/2017","Cnlv Utilities Dept","Cnlv Utilities Dept 702-633-1484 Nv","233.02","debit","Utilities","Cassie's Reward Card","",""
"12/14/2017","McDonald's","Mcdonald's M7143 Of Nv Las Vegas Nv","8.22","debit","Fast Food","Cassie's Reward Card","",""
"12/14/2017","Hotels.com","Hotels.com143820607973 Hotels.com Wa","649.96","debit","Hotel","Cassie's Reward Card","",""
"12/13/2017","Wal-Mart","Wm Supercenter #3351 Las Vegas Nv","153.83","debit","Shopping","Cassie's Reward Card","",""
"12/13/2017","Smart Style","Smartstyle Las Vegas Nv","35.56","debit","Hair","Cassie's Reward Card","",""
"12/13/2017","Ring.com Ring Yearly","Ring.com Ring Yearly P Ring.com Ca","30.00","debit","Home Services","Cassie's Reward Card","",""
"12/13/2017","Cents Only","99-cents-only #147 Las Vegas Nv","11.83","debit","Groceries","Cassie's Reward Card","",""
"12/13/2017","Hotels.com","Hotels.com143795834599 Hotels.com Wa","213.36","debit","Hotel","Cassie's Reward Card","",""
"12/11/2017","HP Instant Ink","HP *INSTANT INK","5.40","debit","Printing","CREDIT CARD","",""
"12/11/2017","Old Navy","OLDNAVY STEPHANIE ST HENDERSON NV&lt;br/&gt;WOMENS DENIM BASIC 5 POCKET","18.93","debit","Clothing","XXXXXXXXXX1116","",""
"12/11/2017","Old Navy","OLDNAVY STEPHANIE ST HENDERSON NV&lt;br/&gt;MOMS WOVEN TOPS L/S APPAREL/ACCESSORIES","5.75","debit","Clothing","XXXXXXXXXX1116","",""
"12/11/2017","Old Navy Online","OLD NAVY ONLINE CHANDLER AZ&lt;br/&gt;WOMENS DENIM BASIC 5 POCKET","18.93","credit","Credit Card Payment","XXXXXXXXXX1116","",""
"12/11/2017","Del Taco","Del Taco 0912 Henderson Nv","7.87","debit","Fast Food","Cassie's Reward Card","",""
"12/11/2017","Deseret Book","Deseret Book Co 49 Las Vegas Nv","8.81","debit","Books","Cassie's Reward Card","",""
"12/11/2017","JCPenney","Jcpenney 1794 Las Vegas Nv","48.65","debit","Clothing","Cassie's Reward Card","",""
"12/11/2017","JCPenney","Jcpenney 1794 Las Vegas Nv","10.81","debit","Clothing","Cassie's Reward Card","",""
"12/11/2017","Las Vegas Dm","Las Vegas Di Las Vegas Nv","59.00","debit","Business Services","Cassie's Reward Card","",""
"12/07/2017","Wal-Mart","Wal-mart #3351 Las Vegas Nv","6.43","debit","Shopping","Cassie's Reward Card","",""
"12/07/2017","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","170.00","debit","Clothing","Cassie's Reward Card","",""
"12/06/2017","Julie Stout Il","Julie Stout 385-2284231 Il","32.48","debit","Alcohol & Bars","Cassie's Reward Card","",""
"12/05/2017","Wal-Mart","Wal-mart #3351 Las Vegas Nv","17.14","debit","Shopping","Cassie's Reward Card","",""
"12/05/2017","PetSmart","Petsmart # 1896 North Las Veg Nv","19.99","debit","Pet Food & Supplies","Cassie's Reward Card","",""
"12/05/2017","Michaels","Michaels Stores 9195 No Las Vegas Nv","25.89","debit","Hobbies","Cassie's Reward Card","",""
"12/05/2017","Wal-Mart","Wm Supercenter #4339 North Las Veg Nv","10.00","debit","Shopping","Cassie's Reward Card","",""
"12/04/2017","Old Navy","OLD NAVY ONLINE CHANDLER AZ&lt;br/&gt;APPAREL/ACCESSORIES&lt;br/&gt;WOMENS DENIM FASH DENIM BOTTOMS&lt;br/&gt;WOMENS DENIM BASIC 5 POCKET&lt;br/&gt;INTIMATES LOUNGEWEAR&lt;br/&gt;MENS FURNISHINGS BOXERS","65.99","debit","Clothing","XXXXXXXXXX1116","",""
"12/04/2017","Dollar Tree","Dollar Tree North Las Veg Nv","24.36","debit","Shopping","Cassie's Reward Card","",""
"12/04/2017","Deseret Book","Deseret Book Co 49 Las Vegas Nv","39.19","debit","Books","Cassie's Reward Card","",""
"12/04/2017","Smith's Food","Smiths Food #4334 North Las Veg Nv","159.35","debit","Groceries","Cassie's Reward Card","",""
"12/04/2017","Olive Garden","Olive Garden 00014787 Henderson Nv","15.98","debit","Restaurants","Cassie's Reward Card","",""
"12/04/2017","Smiths Fuel N","Smiths-fuel #9334 N Las Vegas Nv","39.26","debit","Gas & Fuel","Cassie's Reward Card","",""
"12/04/2017","Smith's Food","Smiths Food #4345 Las Vegas Nv","256.71","debit","Groceries","Cassie's Reward Card","",""
"12/04/2017","Albertsons","Albertsons 4005 North Las Veg Nv","31.96","debit","Groceries","Cassie's Reward Card","",""
"12/04/2017","Wal-Mart","Wal-mart #4339 North Las Veg Nv","65.30","debit","Shopping","Cassie's Reward Card","",""
"12/04/2017","Albertsons","Albertsons 4005 North Las Veg Nv","210.96","debit","Groceries","Cassie's Reward Card","",""
"12/04/2017","Gilcrease Orcha","Sq *gilcrease Orcha Las Vegas Nv","6.50","debit","Coffee Shops","Cassie's Reward Card","",""
"12/04/2017","Groupon","Groupon Inc Groupon.com Il","45.42","debit","Shopping","Cassie's Reward Card","",""
"12/01/2017","Seagull Book","Seagull Book - 0460 Henderson Nv","51.97","debit","Books","Cassie's Reward Card","",""
"11/30/2017","Usborne Books More","USBORNE BOOKS &amp; MORE 800-475-4522 OK","109.21","debit","Books","XXXXXXXXXX1116","",""
"11/30/2017","Makeuperaser.com Az","Makeuperaser.com 623-6287375 Az","76.09","debit","Shopping","Cassie's Reward Card","",""
"11/30/2017","Fandango","Fandango.com Fandango.com Ca","6.50","debit","Movies & DVDs","Cassie's Reward Card","",""
"11/29/2017","Transfer from Joint Checking","Internet Payment Thank You","116.42","credit","Credit Card Payment","Cassie's Reward Card","",""
"11/29/2017","Weight Watchers","Weightwatchers Mp Fr 800-651-6000 Ny","51.00","debit","Groceries","Cassie's Reward Card","",""
"11/28/2017","Amazon","Amazon Mktplace Pmts Amzn.com/bill Wa","11.84","debit","Shopping","Cassie's Reward Card","",""
"11/27/2017","Smiths Fuel","Smiths Fuel #9350 Henderson Nv","35.60","debit","Gas & Fuel","Cassie's Reward Card","",""
"11/27/2017","Galaxy Cannery Luxury","Galaxy Cannery Luxury North Las Veg Nv","11.25","debit","Movies & DVDs","Cassie's Reward Card","",""
"11/27/2017","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","163.95","debit","Clothing","Cassie's Reward Card","",""
"11/27/2017","Gift Lights","Gift Of Lights Las Vegas Nv","30.00","debit","Gift","Cassie's Reward Card","",""
"11/24/2017","Smith's Food","Smiths Food #4334 North Las Veg Nv","9.51","debit","Groceries","Cassie's Reward Card","",""
"11/24/2017","USPS","Usps Kiosk 3149039561 Las Vegas Nv","6.64","debit","Shipping","Cassie's Reward Card","",""
"11/22/2017","USPS","Usps Po 3149030092 Las Vegas Nv","3.61","debit","Shipping","Cassie's Reward Card","",""
"11/21/2017","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","85.01","debit","Clothing","Cassie's Reward Card","",""
"11/21/2017","Netflix","Netflix.com Netflix.com Ca","7.99","debit","Movies & DVDs","Cassie's Reward Card","",""
"11/21/2017","Sam Town Firelt","Sam's Town Firelt Buff Las Vegas Nv","8.65","debit","Fast Food","Cassie's Reward Card","",""
"11/21/2017","Smith's Food","Smiths Food #4334 North Las Veg Nv","85.16","debit","Groceries","Cassie's Reward Card","",""
"11/20/2017","Interest","INTEREST PAYMENT","0.28","credit","Interest Income","Money Market Account","",""
"11/20/2017","Square P Ppdl","Square Inc      9424300002171120Square Inc      9424300002171120P2  PPDL*******20769Cassandra H Burton    REF # 017324005972160","10.51","credit","Income","Student Checking","",""
"11/15/2017","Groupon","Groupon Inc Groupon.com Il","10.94","debit","Shopping","Cassie's Reward Card","",""
"11/15/2017","Wal-Mart","Walmart.com 800-966-6546 Ar","54.10","debit","Shopping","Cassie's Reward Card","",""
"11/15/2017","Groupon","Groupon Inc Groupon.com Il","15.13","debit","Shopping","Cassie's Reward Card","",""
"11/15/2017","Groupon","Groupon Inc Groupon.com Il","19.99","debit","Shopping","Cassie's Reward Card","",""
"11/13/2017","Dollar Tree","Dollartree North Las Veg Nv","5.41","debit","Shopping","Cassie's Reward Card","",""
"11/13/2017","Wal-Mart","Wal-mart #3351 Las Vegas Nv","42.78","debit","Shopping","Cassie's Reward Card","",""
"11/13/2017","Smiths Fuel","Smiths Fuel #9345 North Las Veg Nv","28.63","debit","Gas & Fuel","Cassie's Reward Card","",""
"11/12/2017","HP Instant Ink","HP *INSTANT INK","5.40","debit","Printing","CREDIT CARD","",""
